Allentown-Bethlehem	UnitedStatesofAmerica	226.666	258.258	363.96	382.423	413.925	578.454	667.016	754.862	843.867
Al-Madinah(Medina)	SaudiArabia	51	58.081	129.054	284.238	529.171	794.831	1106.293	1390.879	1569.683
Al-Mahallahal-Kubra	Egypt	128.518	177.029	249.328	314.647	371.497	411.692	461.878	522.05	642.779
Al-Manamah(Manama)	Bahrain	40.283	64.888	88.061	112.862	125.875	141.707	291.91	478	549.834
Al-Mansurah	Egypt	112.169	150.218	215.526	278.834	334.95	393.358	468.001	554.984	685.908
Almaty	Kazakhstan	354.462	528.653	740.104	972.75	1080.109	1159.742	1400.733	1585.335	1730.429
Al-Mawsil(Mosul)	Iraq	144.757	204.78	321.804	489.305	735.685	1055.563	1446.94	1975.501	2585.541
Al-Mukalla	Yemen	27.281	33.956	42.262	53.689	73.61	135.788	263.308	466.829	663.727
AlObeid(AlUbayyid)	Sudan	43.673	60.651	84.222	123.827	199.488	279.119	366.335	487.759	684.813
Al-Qahirah(Cairo)	Egypt	2493.514	3680.16	5584.507	7348.778	9892.143	13625.565	16899.015	20567.892	24502.15
Al-Raqqa	SyrianArabRepublic	5.616	14.301	36.408	79.459	134.488	252.622	523.413	973.469	1248.325
Alwar	India	57.612	71.613	97.997	142.194	205.093	261.729	335.746	426.654	543.349
Amara	Iraq	44.622	56.957	83.249	141.677	226.942	304.071	390.584	506.577	667.092
Ambon	Indonesia	36.615	53.271	97.886	176.848	204.308	205.691	333.948	523.472	679.174
Amman	Jordan	90.057	218.113	387.843	635.702	851.491	1017.228	1108.82	1162.115	1355.224
Amravati	India	100.608	135.213	188.95	256.215	408.373	539.791	639.809	756.417	951.669
Amritsar	India	339.516	393.6	453.268	604.409	726.195	990.084	1171.367	1376.703	1721.216
Amsterdam	Netherlands	850.777	895.229	927.415	940.603	935.538	1004.643	1056.698	1139.606	1212.63
Anand	India	25.078	39.263	57.506	81.991	166.184	214.857	281.727	365.325	466.809
Anantapur	India	31.119	50.597	77.568	116.364	170.545	238.079	334.244	457.158	585.773
Anapolis	Brazil	18.35	48.057	88.419	158.984	218.729	279.604	328.44	364.207	409.648
Andizhan	Uzbekistan	108.502	136.594	189.933	237.851	295.467	334.227	378.077	435.864	537.378
AngelesCity	Philippines	41.844	77.508	135.027	189.546	236.602	264.906	327.495	398.528	499.025
Ankang	China	11.487	20.679	37.221	67.006	120.604	217.113	372.869	594.832	717.082
Ankara	Turkey	280.588	635.442	1340.903	1891.414	2561.073	3179.22	4166.35	5208.169	5874.551
Annaba	Algeria	99.741	135.95	192.064	266.91	312.885	333.805	345.278	374.075	456.78
AnnArbor	UnitedStatesofAmerica	90.545	116.544	179.301	209.102	223.425	284.434	306.595	329.093	370.455
Anqing	China	35.976	59.763	99.264	164.897	273.886	436.952	565.73	712.591	838.695
Anqiu	China	3.134	7.583	18.342	44.375	107.322	185.433	356.237	625.607	760.408
Ansan	RepublicofKorea	10.514	23.121	50.831	111.776	245.741	540.379	725.491	821.553	876.791
Anshan	China	455.25	850.045	812.636	967.176	1233.986	1384.345	1500.959	1640.592	1886.382
Anshun	China	10.999	21.768	43.071	85.24	168.643	219.405	332.294	481.141	576.38
Antalya	Turkey	26.956	51.11	95.072	185.499	369.71	594.562	908.752	1196.718	1380.699
Antananarivo	Madagascar	177.42	252.097	362.619	580.033	948.098	1361.482	2021.267	3306.487	5072.578
Antioch	UnitedStatesofAmerica	13.922	20.289	29.564	43.084	64.167	218.914	279.326	344.206	392.171
Antofagasta	Chile	57.906	86.421	125.876	174.816	217.524	273.336	379.843	510.98	575.79
Antwerpen	Belgium	758.931	813.067	854.983	880.365	897.467	927.154	971.258	1016.258	1067.865
Anyang	China	112.968	157.887	220.645	308.378	410.399	547.751	893.08	1372.968	1632.59
Anyang	RepublicofKorea	5.428	21.285	75.555	243.033	471.987	575.235	602.642	599.206	635.074
Aracaju	Brazil	68.939	115.327	182.916	292.689	453.492	606.498	746.544	891.988	996.902
Arak	Iran(IslamicRepublicof)	52.02	63.414	85.804	158.097	313.511	404.094	474.046	559.227	653.292
Ardabil	Iran(IslamicRepublicof)	56.435	71.755	102.866	187.601	303.515	367.51	464.761	607.675	715.897
Arequipa	Peru	128.309	160.105	274.113	428.229	563.721	678.029	789.683	913.546	1067.376
Arkhangelsk	RussianFederation	204.41	266.407	345.02	389.349	408.269	362.057	348.706	348.433	360.339
Armenia	Colombia	69.314	123.176	171.757	201.055	241.983	297.91	364.079	428.311	496.73
Ar-Rayyan	Qatar	2.205	4.763	13.377	41.79	104.172	162.938	401.314	830.902	938.847
Ar-Riyadh(Riyadh)	SaudiArabia	111.123	155.544	407.54	1054.86	2325.243	3567.444	5227.076	7133.007	7940.087
Ar-Rusayfah	Jordan	2.039	5.417	16.843	52.073	101.859	182.841	306.219	457.335	557.03
Arusha	UnitedRepublicofTanzania	6.069	14.353	37.238	61.91	119.852	279.757	397.19	522.917	816.326
Asahikawa	Japan	103.236	153	212.589	297.698	313.907	329.336	320.069	308.999	319.689
Asansol	India	92.826	162.348	235.398	356.358	727.472	1064.717	1232.198	1417.377	1768.061
Asheville	UnitedStatesofAmerica	58.671	68.685	73.079	102.592	112.363	222.876	282.307	345.796	393.739
Ashgabat	Turkmenistan	149.416	179.146	255.71	323.205	411.619	524.236	667.666	804.478	942.418
Asmara	Eritrea	67.26	123.185	201.33	252.402	358.1	448.642	669.678	988.91	1556.633
As-Suways	Egypt	125.252	201.479	234.151	234.184	357.097	445.703	533.946	636.58	785.971
Astana	Kazakhstan	62.339	110.239	182.195	234.913	283.348	371.156	642.97	835.345	931.715
Astrakhan	RussianFederation	229.078	308.96	413.406	467.223	505.451	506.224	519.832	529.889	544.759
Asuncion	Paraguay	257.574	382.191	552.268	769.913	1090.709	1499.043	2039.633	2608.041	3135.177
Aswan	Egypt	33.241	62.134	133.993	160.067	201.177	235.356	285.292	343.903	427.889
Asyut	Egypt	98.001	126.761	174.961	233.532	296.836	359.545	407.405	464.368	572.929
Athinai(Athens)	Greece	1347.408	1813.686	2484.538	2987.463	3069.647	3179.434	3097.843	3062.042	3169.181
Atlanta	UnitedStatesofAmerica	513.151	776.251	1182.139	1625.066	2183.976	3522.085	4544.198	5606.852	6140.49
Auckland	NewZealand	319.177	440.164	634.88	773.779	869.681	1062.905	1269.324	1426.07	1573.705
Augusta-RichmondCounty	UnitedStatesofAmerica	88.488	124.271	150.907	252.073	287.67	336.816	388.158	439.737	495.424
Aurangabad	India	65.454	95.248	158.913	302.943	568.453	867.957	1166.797	1525.863	1924.698
Austin	UnitedStatesofAmerica	137.058	188.774	266.891	383.283	568.674	911.219	1376.502	1938.392	2181.545
Avignon	France	110.86	142.388	185.081	307.792	380.393	409.577	442.377	483.272	531.49
Az-Zaqazig	Egypt	90.553	123.564	169.459	217.134	253.227	279.779	316.863	361.229	446.9
Baaqoobah	Iraq	12.238	22.884	45.703	82.502	148.908	251.765	356.802	501.611	665.542
Bacolod	Philippines	103.994	121.302	188.318	263.853	365.318	430.339	513.331	606.02	753.373
Bafoussam	Cameroon	10.095	23.566	55	78.223	128.513	192.612	288.655	409.993	563.843
Baghdad	Iraq	579.167	1018.795	2069.82	3144.756	4091.65	5199.948	5890.677	7543.633	9710.309
Bago	Myanmar	42.924	62.968	92.362	135.492	198.742	291.549	427.65	615.256	783.413
BaguioCity	Philippines	33.47	51.209	78.338	119.867	184.335	253.369	319.921	396.117	496.833
Baharampur	India	54.545	61.848	77.535	154.866	206.833	283.633	304.525	329.519	414.491
Bahawalpur	Pakistan	41.531	80.908	122.674	176.106	280.519	450.523	723.555	1108.09	1480.163
BahiaBlanca	Argentina	115.752	126.392	180.515	222.408	252.403	269.873	305.002	343.79	388.376
Baicheng	China	110.26	129.785	152.761	179.813	210.084	251.847	289.529	332.873	392.165
Baishan	China	94.363	116.201	143.085	176.199	220.118	298.472	494.674	771.509	925.166
BaixadaSantista	Brazil	242.441	385.861	602.128	896.946	1094.611	1308.961	1460.971	1608.513	1768.738
Baiyin	China	54.177	77.228	110.078	156.915	223.66	318.826	360.947	407.479	478.061
Bakersfield	UnitedStatesofAmerica	111.528	142.531	177.178	223.949	304.643	398.89	527.662	668.487	756.415
Baku	Azerbaijan	896.761	1005.297	1274.298	1574.287	1733.452	1805.977	2061.843	2629.468	2971.498
Balikpapan	Indonesia	61.068	87.424	130.602	273.423	308.234	409.897	560.503	762.738	972.871
Baltimore	UnitedStatesofAmerica	1167.656	1422.067	1554.538	1748.983	1848.834	2079.429	2206.935	2326.181	2542.507
Bamako	Mali	88.625	130.017	221.663	489.071	746.382	1141.913	1933.356	3269.763	5231.087
Bamenda	Cameroon	9.427	15.043	24	66.186	128.765	208.27	336.824	509.119	703.285
BandarAbbas	Iran(IslamicRepublicof)	11.567	22.61	48.609	119.454	236.608	308.95	420.103	545.444	643.045
BandarLampung	Indonesia	27.712	64.399	149.621	347.775	454.135	743.162	884.369	1073.244	1349.615
Bandung	Indonesia	511	901.677	1170.475	1452.15	2035.262	2138.133	2399.494	2770.585	3433.165
Bangalore	India	745.999	1165.978	1614.756	2812.428	4036.19	5567.289	8275.032	11836.8	14762.088
Banghazi	Libya	52.885	104.127	220.484	376.467	474.378	552.689	678.107	808.061	937.013
Bangui	CentralAfricanRepublic	42.202	94.35	203.77	346.672	466.876	578.53	716.738	876.101	1148.335
Banjarmasin	Indonesia	127	201.343	272.212	377.081	477.635	530.932	627.226	757.12	955.166
Banjul	Gambia	26.051	37.068	62.138	122.622	227.648	330.973	437.705	591.493	833.568
Baoding	China	173.7	264.249	337.913	384.904	471.351	883.638	1033.306	1187.346	1377.007
Baoji	China	118.267	162.488	225.916	316.652	452.286	637.996	863.145	1131.468	1329
Baotou	China	104.231	346.543	754.485	835.227	1044.173	1406.034	1757.126	2153.996	2494.597
Barcelona	Spain	1809.39	2467.926	3482.047	3836.761	4100.808	4355.425	4933.548	5478.238	5685.152
Barcelona-PuertoLaCruz	Venezuela(BolivarianRepublicof)	59.19	112.134	182.887	286.691	388.381	528.894	647.246	774.311	893.344
Barddhaman	India	74.474	105.654	140.353	165.634	238.934	282.962	342.567	415.732	527.325
Bareilly	India	207.021	267.961	321.805	439.869	604.439	721.732	960.893	1264.083	1598.249
Bari	Italy	438.474	483.74	542.139	597.134	610.589	605.284	613.616	623.815	648.233
Barinas	Venezuela(BolivarianRepublicof)	8.27	24.009	51.061	101.152	151.912	217.687	290.246	374.909	439.82
Barisal	Bangladesh	71.139	83.441	107.475	174.827	215.428	247.517	344.039	486.332	652.917
Barletta	Italy	271.228	280.813	283.994	299.031	317.416	329.79	336.286	342.464	359.475
Barnaul	RussianFederation	229.926	320.135	443.352	541.802	597.04	602.299	612.079	615.656	630.405
Barquisimeto	Venezuela(BolivarianRepublicof)	126.84	236.295	383.942	582.607	742.491	946.358	1015.534	1080.869	1228.225
Barranquilla	Colombia	294.093	455.459	690.812	960.889	1229.252	1530.744	1856.788	2094.146	2369.516
Basel	Switzerland	256.294	298.441	377.773	365.503	470.061	479.14	497.625	530.308	603.522
BasilanCity(includingCityofIsabela)	Philippines	116.297	155.26	144.598	196.538	257.191	333.725	392.237	457.789	570.188
Batam	Indonesia	46.962	53.988	62.062	71.346	82.017	414.974	930.472	1896.066	2485.897
BatangasCity	Philippines	62.651	83.466	109.342	144.178	185.758	248.458	306.684	372.782	467.068
Bathinda	India	34.201	50.879	64.242	121.79	156.774	212.928	280.653	363.707	464.734
Batman	Turkey	14.017	25.129	45.042	80.747	144.732	242.786	320.64	403.045	470.112
Batna	Algeria	13.046	32.794	70.787	124.347	197.568	249.379	286.372	338.079	416.594
BatonRouge	UnitedStatesofAmerica	140.017	194.712	251.589	351.029	368.407	481.595	597.514	718.113	807.813
Bauchi	Nigeria	23.608	33.592	56.539	103.57	189.694	284.208	412	607.771	919.281
Bauru	Brazil	51.734	84.531	119.529	178.865	246.316	309.922	337.938	366.412	411.239
Bayannaoer	China	2.192	6.246	17.79	50.686	144.373	275.346	351.758	436.217	515.788
Bayrut(Beirut)	Lebanon	322.36	560.908	922.842	1623.05	1292.529	1486.686	1990.263	2252.142	2437.488
Bazhong	China	3.109	6.392	13.14	27.016	55.544	212.195	465.079	892.411	1088.8
Be'erSheva	Israel	28.143	98.629	200.284	278.996	360.904	468.726	553.578	636.701	733.159
Begusarai	India	14.973	26.293	42.545	66.054	82.827	105.48	237.299	493.445	656.714
Beihai	China	72.93	94.739	123.061	159.861	229.907	432.221	462.63	493.983	575.219
Beijing	China	1671.365	3900.441	4426.045	5366.115	6787.737	10162.386	16189.572	24201.465	27706.032
Beira	Mozambique	42.265	58.921	93.545	213.078	314.192	418.04	437.291	486.17	702.109
Belem	Brazil	242.091	378.26	601.027	826.894	1179.16	1724.26	2022.566	2314.534	2540.446
Belfast	UnitedKingdom	445.879	418.032	416.612	449.166	487.417	571.418	595.781	622.847	682.97
Belgaum	India	115.406	144.662	207.963	293.613	394.653	498.574	602.649	726.397	915.889
Belgorod	RussianFederation	40.509	79.431	154.599	247.866	304.494	338.091	355.709	373.246	387.245
Bellary	India	69.276	84.556	121.699	195.246	242.199	311.653	402.711	514.237	654.007
BeloHorizonte	Brazil	411.868	781.97	1485.35	2440.572	3548.079	4807.277	5409.346	5968.949	6438.83
Bengbu	China	168.238	214.814	274.266	350.195	447.138	686.911	790.386	901.458	1048.29
Bengkulu	Indonesia	20.104	24.625	38.852	63.74	142.502	281.612	309.023	351.604	444.79
BeninCity	Nigeria	49.148	82.904	162.738	334.923	689.152	974.567	1296.072	1781.089	2667.293
Benxi	China	335.413	411.41	504.599	618.931	759.108	857.353	995.087	1152.759	1338.384
Beograd(Belgrade)	Serbia	432.028	638.101	878.28	1072.542	1129.699	1121.778	1160.454	1185.117	1196.109
Berbera	Somalia	10.493	19.28	35.421	65.085	112.151	185.209	305.817	443.926	651.866
Bergamo	Italy	443.551	484.851	554.573	611.736	648.007	698.66	788.87	877.06	913.757
Berlin	Germany	3337.621	3259.833	3206.311	3056.082	3421.662	3384.417	3474.83	3626.094	3657.659
Bern	Switzerland	193.743	220.17	281.747	286.812	348.069	349.181	355.076	372.153	424.896
Bethune	France	126.316	139.889	144.837	278.237	349.035	347.602	352.945	366.828	403.263
Bhagalpur	India	112.974	141.688	169.911	221.061	257.624	342.9	405.875	478.802	604.919
Bhavnagar	India	135.281	173.609	221.853	302.261	397.946	509.231	599.931	706.412	889.008
Bhilwara	India	34.483	42.937	78.357	119.378	179.064	272.462	354.051	450.09	572.921
Bhiwandi	India	25.227	45.676	76.587	112.469	361.514	602.681	729.055	867.325	1090.403
Bhopal	India	100.258	211.707	369.533	655.293	1045.792	1426.168	1851.285	2360.882	2958.671
Bhubaneswar	India	15.615	36.139	97.811	208.727	394.641	637.328	864.906	1137.139	1439.127
Bielefeld	Germany	261.55	310.911	329.08	313.469	317.055	321.441	324.276	322.275	337.71
BienHoa	VietNam	22.86	44.626	87.1	192.956	290.209	458.009	686.46	971.95	1224.784
BiharSharif	India	62.514	77.446	98.264	147.203	197.534	229.798	292.052	370.215	472.007
Bijapur	India	64.458	77.906	101.817	143.91	189.68	248.783	320.9	408.938	521.134
Bijie	China	3.133	7.512	18.009	43.184	113.079	265.747	415.248	606.88	725.553
Bikaner	India	130.087	164.059	205.421	281.606	406.176	520.652	639.126	780.311	984.356
Bilaspur	India	38.988	82.237	126.804	182.664	226.506	322.408	443.436	594.225	758.058
Bilbao	Spain	227.488	294.069	403.948	431.52	375.832	352.662	351.171	353.309	379.938
Binzhou	China	20.564	30.751	45.978	68.755	102.802	378.919	573.428	804.92	955.419
Birkenhead	UnitedKingdom	315.961	320.675	312.814	322.312	333.818	320.883	324.845	336.575	372.188
Birmingham	UnitedStatesofAmerica	447.067	522.214	559.248	606.478	623.077	665.626	751.773	836.207	931.963
Birmingham(WestMidlands)	UnitedKingdom	2228.915	2337.556	2369.516	2356.826	2300.653	2279.903	2428.509	2610.185	2808.296
Bishkek	Kyrgyzstan	150.252	235.955	432.581	538.337	635.19	766.039	830.476	929.178	1172.83
Bissau	Guinea-Bissau	18.336	25.569	55.279	115.384	184.459	275.058	405.392	595.568	820.944
Blantyre-Limbe	Malawi	13.999	50.199	139.56	246.238	370.199	528.689	701.153	956.73	1472.575
Blida	Algeria	33.97	62.269	104.497	146.825	190.852	264.604	353.834	472.975	587.237
Bloemfontein	SouthAfrica	106.571	144.466	183.01	233.326	295.472	354.047	450.624	539.843	622.744
Blumenau	Brazil	22.627	45.772	85.046	143.512	181.394	241.343	294.356	341.195	385.704
BoaVista	Brazil	5.132	9.891	16.582	42.333	107.721	195.974	276.945	376.832	431.688
Bobo-Dioulasso	BurkinaFaso	36.114	54.26	88.347	157.497	259.305	364.668	576.841	889.703	1381.482
Bochum	Germany	357.27	432.632	424.501	401.857	394.761	391.988	376.862	364.368	380.032
Bogor	Indonesia	113.018	148.576	300.265	534.889	596.429	751.26	954.139	1221.093	1540.953
Bogota	Colombia	630.315	1268.645	2383.425	3525.154	4740.448	6355.892	8505.956	10695.9	11966.118
Bogra	Bangladesh	33.781	45.207	58.459	95.539	169.711	220.176	409.475	741.295	1014.827
BoiseCity	UnitedStatesofAmerica	32.061	49.3	75.799	116.554	179.203	274.318	351.861	435.173	494.331
BokaroSteelCity	India	5.334	22.65	96.137	248.944	388.125	490.578	558.796	639.766	803.815
Bologna	Italy	570.263	656.092	743	759.446	734.218	724.28	762.073	801.557	832.084
BonitaSprings-Naples	UnitedStatesofAmerica	0.251	0.705	1.982	5.792	72.037	223.12	312.926	416.449	476.56
Bonn	Germany	201.135	264.052	274.638	287.49	289.657	301.647	324.064	348.551	367.401
Bordeaux	France	430.358	494.505	583.763	633.348	698.354	763.233	843.425	943.921	1029.906
Boston	UnitedStatesofAmerica	2550.818	2817.995	3186.723	3281.046	3428.371	4036.113	4184.792	4319.887	4671.29
Botou	China	26.215	32.801	41.04	51.351	70.018	161.34	254.383	375.154	451.557
Bouake	Coted'Ivoire	31.473	48.889	122.821	234.585	381.55	486.302	661.08	892.8	1218.641
Bournemouth/Poole	UnitedKingdom	316.824	346.754	348.41	373.137	402.152	427.76	463.459	505.641	558.379
Bozhou	China	16.081	28.71	51.249	91.495	163.322	291.582	466.91	701.939	839.877
Brahmapur	India	60.87	75.864	113.999	159.068	206.833	283.633	350.988	430.022	545.753
Brasilia	Brazil	35.528	136.643	525.335	1293.179	1863.282	2931.823	3710.36	4510.111	4929.044
Bratislava	Slovakia	194.225	238.519	282.043	376.517	437.146	429.777	413.54	388.197	404.066
Brazzaville	Congo	83.39	123.643	238.483	446.242	703.509	1021.635	1574.151	2206.885	2979.227
Bremen	Germany	444.647	552.945	582.025	556.37	547.753	539.866	547.951	553.711	575.61
Brescia	Italy	264.109	298.569	349.338	378.744	388.568	405.444	442.519	479.35	503.218
Brest	Belarus	65.685	79.073	124.33	186.798	260.201	289.737	311.202	327.83	336.696
Bridgeport-Stamford	UnitedStatesofAmerica	415.137	617.986	704.885	701.734	713.94	889.73	924.186	959.477	1060.508
Brighton-Worthing-Littlehampton	UnitedKingdom	434.948	477.786	476.531	434.475	437.102	459.198	483.783	515.058	567.342
Brisbane	Australia	441.718	602.999	904.777	1134.833	1381.306	1666.203	2033.617	2388.517	2721.325
Bristol	UnitedKingdom	548.53	588.657	577.889	528.194	524.407	548.828	612.093	685.264	755.079
Brno	CzechRepublic	285.794	312.384	333.155	370.129	387.18	376.966	385.192	399.674	427.938
Bruxelles-Brussel	Belgium	1414.671	1484.676	1567.635	1653.78	1695.478	1792.495	1958.115	2115.468	2202.566
Bryansk	RussianFederation	148.716	219.422	321.483	401.718	447.984	434.588	416.281	389.197	360.99
Bucaramanga	Colombia	109.969	190.121	325.42	473.004	650.427	855.268	1086.175	1315.087	1506.917
Bucheon	RepublicofKorea	30.895	50.92	83.915	211.205	650.837	754.596	851.737	896.552	949.1
Bucuresti(Bucharest)	Romania	651.661	1002.3	1396.077	1864.597	2039.54	1949.348	1889.202	1873.018	1939.167
Budapest	Hungary	1617.845	1811.12	1945.954	2057.204	2005.208	1787.247	1734.398	1727.76	1810.73
Buenaventura	Colombia	33.548	56.698	94.019	136.147	179.708	246.003	348.933	463.718	543.301
BuenosAires	Argentina	5097.612	6597.634	8104.621	9422.362	10513.284	12406.78	14245.871	15894.307	16956.491
Buffalo	UnitedStatesofAmerica	899.312	1055.16	1084.409	1001.064	954.883	975.667	934.911	908.682	999.061
Bujumbura	Burundi	18.825	45.564	94.24	167.212	234.439	329.831	556.326	1009.235	1734.514
Bukavu	DemocraticRepublicoftheCongo	16.296	47.68	139.2	159.179	228.939	383.738	643.432	1046.715	1509.907
Bulawayo	Zimbabwe	91.635	133.322	260.341	385.982	570.046	664.56	658.235	675.19	868.091
Bunia	DemocraticRepublicoftheCongo	6.223	13.389	28.8	48.417	89.432	175.943	346.302	642.68	940.399
Buraydah	SaudiArabia	20	41.629	62.001	105.16	212.382	326.468	470.502	620.186	710.403
Bursa	Turkey	148.446	220.564	324.588	478.217	818.889	1180.313	1640.202	2150.751	2464.6
BurSaid	Egypt	192.132	244.024	274.915	306.134	425.569	505.81	611.285	733.803	905.188
Busan	RepublicofKorea	947.77	1154.129	1812.772	3104.356	3772.196	3594.429	3329.104	3174.489	3263.702
BustoArsizio	Italy	333.332	402.204	489.261	532.822	544.162	562.595	606.226	648.921	677.085
Butuan	Philippines	34.894	81.235	131.143	173.291	228.408	267.936	310.473	358.372	447.062
Bydgoszcz	Poland	160.046	227.994	278.112	342.805	375.04	375.744	364.683	359.174	375.809
Cabimas	Venezuela(BolivarianRepublicof)	55.202	115.904	153.555	182.468	218.682	250.149	315.65	398.135	465.674
CagayandeOroCity	Philippines	53.78	69.87	129.321	228.838	342.075	463.923	604.762	767.434	958.018
Cagliari	Italy	231.256	295.281	360.19	416.118	448.04	459.929	468.852	477.666	498.659
Calabar	Nigeria	43.743	62.681	93	121	158	244	376	583.125	886.213
Calgary	Canada	132.073	262.078	388.86	567.917	737.99	927.453	1190.362	1463.528	1630.262
Cali	Colombia	230.935	473.895	850.638	1192.067	1552.046	1950.249	2401.739	2830.202	3202.673
Camaguey	Cuba	101.397	141.141	196.522	239.819	284.037	298.681	310.116	318.761	330.659
CampinaGrande	Brazil	72.464	115.315	161.63	220.931	297.014	337.017	366.868	405.525	455.263
Campinas	Brazil	151.977	293.174	540.43	1108.903	1693.359	2332.076	2792.846	3253.997	3559.55
CampoGrande	Brazil	31.708	63.719	129.058	279.179	486.292	654.453	775.132	897.269	999.798
CamposdosGoytacazes	Brazil	73.01	111.735	152.414	177.997	304.645	363.78	418.229	473.652	531.712
Canberra	Australia	19.921	51.208	137.329	222.895	282.28	331.222	384.307	465.031	542.789
